Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq
AALI,CDM-183PM2000012--------------,10475,0,06 Oct 2020,10650,10375,10425,-50,712300,7471162500,996
ABBA,--U-210000000095---E----------,50,0,06 Oct 2020,50,50,50,0,59800,2990000,16
ABDA,--U-210500000084--------------,6575,0,06 Oct 2020,0,0,6575,0,0,0,0
ABMM,--U-110500000098--------------,855,0,06 Oct 2020,855,815,855,0,300,252500,3
ACES,--MO1XKEMA000093--------------,1565,1580,06 Oct 2020,1585,1545,1545,-20,4514000,7024136000,2194
ACST,--U-113000000062--------------,185,0,06 Oct 2020,224,182,218,33,491387400,103899412000,17796
ADES,--U-213000000051--------------,1145,0,06 Oct 2020,1170,1150,1170,25,38900,45263500,61
ADHI,--M-18AF80000062--------------,505,0,06 Oct 2020,535,510,525,20,11640000,6097983000,1359
ADMF,--U-110F00000082--------------,7200,0,06 Oct 2020,7350,7250,7275,75,7600,55597500,42
ADMG,--U-113000000034--------------,120,0,06 Oct 2020,139,120,125,5,14212700,1841180000,1234
ADRO,--MO1XDCU1000021--------------,1125,1135,06 Oct 2020,1145,1125,1125,0,33352500,37772363500,3873
AGAR,--U-213000000091--------------,500,0,06 Oct 2020,0,0,500,0,0,0,0
AGII,--M-113500000034--------------,500,0,06 Oct 2020,520,500,505,5,2746900,1401465500,253
AGRO,--M-110500000081--------------,326,0,06 Oct 2020,344,328,332,6,94956000,31966419800,6219
AGRS,--U-210500000081--------------,178,0,06 Oct 2020,179,175,179,1,101600,17936600,17
AHAP,--U-210000000084--------------,54,0,06 Oct 2020,55,51,54,0,132700,7072200,32
AIMS,--U-210000000091--------------,155,0,06 Oct 2020,155,145,145,-10,31400,4674900,12
AISA,--U-110000000051---E----------,202,0,06 Oct 2020,212,200,204,2,50835300,10511769800,3172
AKKU,--U-210000000094--------------,50,0,06 Oct 2020,0,0,50,0,0,0,0
AKPI,--U-213000000035--------------,304,0,06 Oct 2020,310,304,310,6,8600,2654000,6
AKRA,--MO1S3XM0000091--------------,2610,2650,06 Oct 2020,2690,2650,2660,50,14193100,37788352000,1657
AKSI,--U-213000000074--------------,290,0,06 Oct 2020,362,270,362,72,56700,18076200,57
ALDO,--U-213000000038--------------,396,0,06 Oct 2020,398,396,398,2,150500,59598800,5
ALKA,--U-213000000033--------------,218,0,06 Oct 2020,218,218,218,0,1000,218000,1
ALMI,--U-210000000033---E----------,190,0,06 Oct 2020,208,189,208,18,90300,18598600,15
ALTO,--U-110000000051--------------,280,0,06 Oct 2020,296,270,296,16,20200,5911800,20
AMAG,--U-210500000084--------------,195,0,06 Oct 2020,200,196,198,3,11800,2317200,20
AMAN,--U-113000000061--------------,290,0,06 Oct 2020,294,290,294,4,711600,207394800,44
AMAR,--U-210500000081--------------,298,0,06 Oct 2020,300,290,296,-2,24100,7154200,15
AMFG,--U-110500000032--------------,2330,0,06 Oct 2020,0,0,2330,0,0,0,0
AMIN,--U-213000000041--------------,278,0,06 Oct 2020,278,260,278,0,600,165000,3
AMOR,--U-210500000083--------------,2020,0,06 Oct 2020,2040,2040,2040,20,499700,1019388000,232
AMRT,--M-110500000093--------------,670,0,06 Oct 2020,685,670,685,15,106700,72221000,67
ANDI,--U-213000000012--------------,50,0,06 Oct 2020,50,50,50,0,383100,19155000,18
ANJT,--U-113500000012--------------,500,0,06 Oct 2020,0,0,500,0,0,0,0
ANTM,--MO1SDQV0000023--------------,720,730,06 Oct 2020,735,715,720,0,39918300,28920121500,3265
APEX,--U-210000000022--------------,130,0,06 Oct 2020,144,130,135,5,83500,11243300,26
APIC,--U-210500000089--------------,865,0,06 Oct 2020,880,865,875,10,43583000,37754178000,1691
APII,--U-213000000091--------------,147,0,06 Oct 2020,158,158,158,11,500,79000,2
APLI,--U-113000000035--------------,100,0,06 Oct 2020,110,100,104,4,18700,1907000,6
APLN,--M-1835F0000061--------------,94,0,06 Oct 2020,97,94,96,2,21345700,2052632300,961
ARGO,--U-210000000043---E----------,2000,0,06 Oct 2020,2000,2000,2000,0,100,200000,1
ARII,--U-213500000021--------------,438,0,06 Oct 2020,440,440,440,2,10200,4488000,3
ARKA,--U-210000000041--------------,87,0,06 Oct 2020,117,87,110,23,34032600,3653473600,3843
ARMY,--U-210000000061--M--L--------,50,0,06 Oct 2020,0,0,50,0,0,0,0
ARNA,--M-113500000032--------------,452,0,06 Oct 2020,454,448,452,0,555100,249905600,34
ARTA,--U-213000000094--------------,300,0,06 Oct 2020,314,280,290,-10,2800,839800,14
ARTI,--U-110000000022--------------,50,0,06 Oct 2020,0,0,50,0,0,0,0
ARTO,--U-210500000081--------------,2800,0,06 Oct 2020,2840,2800,2840,40,88000,248712000,48
ASBI,--U-210000000084--------------,362,0,06 Oct 2020,0,0,362,0,0,0,0
ASDM,--U-110000000084--------------,900,0,06 Oct 2020,0,0,900,0,0,0,0
ASGR,--U-113000000097--------------,720,0,06 Oct 2020,730,720,725,5,216700,156916000,24
