,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
0,AALI,-9.33,-5.5,20,04 Jan 2021,29 Jan 2021,1105339625000,90791200,89045,D232,2021,01
1,ABBA,-31.71,-41.67,20,04 Jan 2021,29 Jan 2021,116291526500,1389598200,48611,E614,2021,01
2,ABDA,5.83,-15.41,20,04 Jan 2021,29 Jan 2021,748957500,127300,50,G412,2021,01
3,ABMM,-5.92,-68.5,20,04 Jan 2021,29 Jan 2021,6505981000,8617400,2725,C311,2021,01
4,ACES,-9.04,4.7,20,04 Jan 2021,29 Jan 2021,742337494000,443636900,108817,E743,2021,01
5,ACST,-20.91,-77.62,20,04 Jan 2021,29 Jan 2021,1493270905000,3044657800,194417,J211,2021,01
6,ADES,0.68,59.78,20,04 Jan 2021,29 Jan 2021,11468245500,7090600,4123,D212,2021,01
7,ADHI,-11.07,-13.88,20,04 Jan 2021,29 Jan 2021,2602344891500,1531869400,238836,J211,2021,01
8,ADMF,-6.41,-7.69,20,04 Jan 2021,29 Jan 2021,37305597500,4243300,6990,G211,2021,01
9,ADMG,-36.32,-52.55,20,04 Jan 2021,29 Jan 2021,89293454500,398749800,34848,B111,2021,01
10,ADRO,-16.08,-1.23,20,04 Jan 2021,29 Jan 2021,3958795994500,2842091500,354659,A121,2021,01
11,AGAR,4.02,276.36,20,04 Jan 2021,29 Jan 2021,29517400,72700,195,D231,2021,01
12,AGII,44.44,91.18,20,04 Jan 2021,29 Jan 2021,982026412500,542508900,107347,B111,2021,01
13,AGRO,-22.22,159.68,20,04 Jan 2021,29 Jan 2021,7297801695500,6016336900,561122,G111,2021,01
14,AGRS,2.94,-11.76,20,04 Jan 2021,29 Jan 2021,1298957800,6112200,1730,G111,2021,01
15,AHAP,-17.14,-31.76,20,04 Jan 2021,29 Jan 2021,155985200,2652900,1371,G412,2021,01
16,AIMS,0.0,-17.78,20,04 Jan 2021,29 Jan 2021,69367200,435700,423,A121,2021,01
17,AISA,-38.46,42.86,20,04 Jan 2021,29 Jan 2021,443080127800,1256585700,81728,D222,2021,01
18,AKKU,0.0,0.0,20,04 Jan 2021,29 Jan 2021,17650000,353000,176,E512,2021,01
19,AKPI,-17.12,-38.67,20,04 Jan 2021,29 Jan 2021,126515200,242200,218,B113,2021,01
20,AKRA,-10.69,-33.8,20,04 Jan 2021,29 Jan 2021,1807710680000,562734600,101859,A112,2021,01
21,AKSI,43.72,51.02,20,04 Jan 2021,29 Jan 2021,3079246800,5991000,1613,K211,2021,01
22,ALDO,-18.25,-30.45,20,04 Jan 2021,29 Jan 2021,2785788200,5854100,818,B131,2021,01
23,ALKA,-6.11,-18.0,20,04 Jan 2021,29 Jan 2021,89474600,337300,477,B141,2021,01
24,ALMI,4.03,-35.5,20,04 Jan 2021,29 Jan 2021,192327200,735300,509,B141,2021,01
25,ALTO,10.39,-15.0,20,04 Jan 2021,29 Jan 2021,63398400,207900,201,D212,2021,01
26,AMAG,0.0,-30.67,20,04 Jan 2021,29 Jan 2021,1286028200,5624200,1090,G412,2021,01
27,AMAN,3.21,192.73,20,04 Jan 2021,29 Jan 2021,1162977400,3627300,425,H111,2021,01
28,AMAR,-13.38,41.38,20,04 Jan 2021,29 Jan 2021,3777445400,13895000,1125,G111,2021,01
29,AMFG,3.7,-24.12,20,04 Jan 2021,29 Jan 2021,819295000,274000,232,C121,2021,01
30,AMIN,3.91,-37.85,20,04 Jan 2021,29 Jan 2021,39644400,145700,224,C143,2021,01
31,AMOR,9.28,67.37,20,04 Jan 2021,29 Jan 2021,122410483000,38204200,14945,G311,2021,01
32,AMRT,-2.5,-16.58,20,04 Jan 2021,29 Jan 2021,23966249000,30215900,7342,D113,2021,01
33,ANDI,-1.89,-97.4,20,04 Jan 2021,29 Jan 2021,67381112800,1207400900,33445,D232,2021,01
34,ANJT,-12.93,-44.35,20,04 Jan 2021,29 Jan 2021,327778000,463900,446,D232,2021,01
35,ANTM,14.73,190.2,20,04 Jan 2021,29 Jan 2021,58048814536000,21184332900,2729253,B146,2021,01
36,APEX,74.39,-57.44,20,04 Jan 2021,29 Jan 2021,1411985200,2379800,1111,A131,2021,01
37,APIC,-1.27,43.52,20,04 Jan 2021,29 Jan 2021,192986558000,245372200,30084,G511,2021,01
38,APII,10.39,-8.6,20,04 Jan 2021,29 Jan 2021,1456331800,8291000,1915,C143,2021,01
39,APLI,-4.04,126.19,20,04 Jan 2021,29 Jan 2021,1528968800,7780800,675,B113,2021,01
40,APLN,-17.02,2.63,20,04 Jan 2021,29 Jan 2021,718429539000,3519441200,134937,H111,2021,01
41,ARGO,-8.95,115.76,20,04 Jan 2021,29 Jan 2021,359193500,189700,408,E413,2021,01
42,ARII,-44.95,-75.78,20,04 Jan 2021,29 Jan 2021,1492850200,5396700,1690,A121,2021,01
43,ARKA,-9.09,-78.81,20,04 Jan 2021,29 Jan 2021,17901325100,324531500,14168,C143,2021,01
44,ARMY,0.0,-84.28,20,04 Jan 2021,29 Jan 2021,0,0,0,H111,2021,01
45,ARNA,-2.94,57.14,20,04 Jan 2021,29 Jan 2021,42686164000,64126400,4553,C121,2021,01
46,ARTA,-2.34,-80.92,20,04 Jan 2021,29 Jan 2021,19008200,66500,95,E512,2021,01
47,ARTI,0.0,0.0,20,04 Jan 2021,29 Jan 2021,15535000,310700,160,A132,2021,01
48,ARTO,55.81,3541.3,20,04 Jan 2021,29 Jan 2021,829155238500,149533300,57190,G111,2021,01
49,ASBI,-5.81,16.8,20,04 Jan 2021,29 Jan 2021,17099400,57100,84,G412,2021,01
50,ASDM,0.56,-23.18,20,04 Jan 2021,29 Jan 2021,62929500,69900,144,G412,2021,01
51,ASGR,-3.75,-42.11,20,04 Jan 2021,29 Jan 2021,9751213500,11990700,2646,C224,2021,01
52,ASII,1.24,-25.84,20,04 Jan 2021,29 Jan 2021,6107775372500,948756900,233623,C311,2021,01
53,ASJT,4.0,-42.22,20,04 Jan 2021,29 Jan 2021,4347825500,17974600,3831,G412,2021,01
54,ASMI,-4.55,35.0,20,04 Jan 2021,29 Jan 2021,287555000,294200,410,G412,2021,01
55,ASPI,-36.0,-39.05,20,04 Jan 2021,29 Jan 2021,12542198300,127747300,10674,H111,2021,01
56,ASRI,-20.66,-38.46,20,04 Jan 2021,29 Jan 2021,968452399800,3972325800,161419,H111,2021,01
57,ASRM,-12.2,-37.23,20,04 Jan 2021,29 Jan 2021,199650500,115000,241,G412,2021,01
58,ASSA,26.77,121.15,20,04 Jan 2021,29 Jan 2021,343275626000,456635000,42871,K132,2021,01
59,ATAP,-28.95,8.0,20,04 Jan 2021,29 Jan 2021,2123704600,14960600,3033,H111,2021,01
60,ATIC,13.91,-27.22,20,04 Jan 2021,29 Jan 2021,1290921500,1357400,1029,I121,2021,01
61,AUTO,-9.42,-31.29,20,04 Jan 2021,29 Jan 2021,55202394500,49019400,17026,E111,2021,01
62,AYLS,0.0,-50.0,20,04 Jan 2021,29 Jan 2021,342348800,6842600,235,B121,2021,01
63,BABP,0.0,0.0,20,04 Jan 2021,29 Jan 2021,11157747900,221186700,7269,G111,2021,01
64,BACA,0.0,25.33,20,04 Jan 2021,29 Jan 2021,963043000,2481500,697,G111,2021,01
65,BAJA,1.72,4.42,20,04 Jan 2021,29 Jan 2021,12491695400,94379100,11037,B144,2021,01
66,BALI,-2.5,-50.0,20,04 Jan 2021,29 Jan 2021,930741000,1242400,841,J321,2021,01
67,BAPA,0.0,-54.13,20,04 Jan 2021,29 Jan 2021,116070000,2321400,234,H111,2021,01
68,BAPI,0.0,-66.67,20,04 Jan 2021,29 Jan 2021,33300000,666000,122,H111,2021,01
69,BATA,-3.15,2.5,20,04 Jan 2021,29 Jan 2021,210025000,336600,169,E412,2021,01
70,BAYU,6.28,-38.76,20,04 Jan 2021,29 Jan 2021,164636500,159300,162,E513,2021,01
71,BBCA,-0.15,30.0,20,04 Jan 2021,29 Jan 2021,12899432752500,366867200,320076,G111,2021,01
72,BBHI,59.2,294.74,20,04 Jan 2021,29 Jan 2021,152251171800,194036800,36633,G111,2021,01
73,BBKP,-20.0,69.12,20,04 Jan 2021,29 Jan 2021,8714898896600,13604768800,732844,G111,2021,01
74,BBLD,-25.54,-41.95,20,04 Jan 2021,29 Jan 2021,1253891800,4328300,803,G211,2021,01
75,BBMD,-4.0,4.35,20,04 Jan 2021,29 Jan 2021,74517000,52700,92,G111,2021,01
76,BBNI,-10.12,-36.93,20,04 Jan 2021,29 Jan 2021,5858112425000,934270000,293972,G111,2021,01
77,BBRI,0.24,14.21,20,04 Jan 2021,29 Jan 2021,16485240137000,3599743200,602750,G111,2021,01
78,BBRM,0.0,0.0,20,04 Jan 2021,29 Jan 2021,29575400,591500,71,A122,2021,01
79,BBSI,10.24,90.62,20,04 Jan 2021,29 Jan 2021,1484037500,1719500,580,G111,2021,01
80,BBSS,-15.69,-28.33,20,04 Jan 2021,29 Jan 2021,20927528200,219920300,17065,H111,2021,01
81,BBTN,-8.99,-38.19,20,04 Jan 2021,29 Jan 2021,1842732589500,1017910900,151223,G111,2021,01
82,BBYB,9.4,14.79,20,04 Jan 2021,29 Jan 2021,23450001600,62569200,10581,G111,2021,01
83,BCAP,2.22,-8.61,20,04 Jan 2021,29 Jan 2021,146103267200,806341800,330562,G511,2021,01
84,BCIC,0.0,55.56,20,04 Jan 2021,29 Jan 2021,0,0,0,G111,2021,01
85,BCIP,-28.0,-39.33,20,04 Jan 2021,29 Jan 2021,19003445100,247200100,10125,H111,2021,01
86,BDMN,-8.92,-62.37,20,04 Jan 2021,29 Jan 2021,257864994000,79124100,27906,G111,2021,01
87,BEEF,-30.0,-67.06,20,04 Jan 2021,29 Jan 2021,39079803200,259095000,22288,D222,2021,01
88,BEKS,-24.49,48.0,20,04 Jan 2021,29 Jan 2021,2404337615300,24060590900,360118,G111,2021,01
89,BELL,-4.4,-36.67,20,04 Jan 2021,29 Jan 2021,8903434700,55506900,3977,E413,2021,01
90,BESS,4.17,138.1,20,04 Jan 2021,29 Jan 2021,8085738200,27661000,3570,A122,2021,01
91,BEST,-21.67,-32.21,20,04 Jan 2021,29 Jan 2021,375783561200,2125967400,69049,H111,2021,01
92,BFIN,20.54,1.5,20,04 Jan 2021,29 Jan 2021,1266548608500,1887817900,60732,G211,2021,01
93,BGTG,-6.76,-15.85,20,04 Jan 2021,29 Jan 2021,38275650000,496401200,15857,G111,2021,01
94,BHAT,4.03,526.21,20,04 Jan 2021,29 Jan 2021,1678212590000,2515108700,51277,G413,2021,01
95,BHIT,-19.7,-8.62,20,04 Jan 2021,29 Jan 2021,49620183200,798974200,55978,C311,2021,01
96,BIKA,-5.38,-32.31,20,04 Jan 2021,29 Jan 2021,74729900,400200,447,H111,2021,01
97,BIMA,0.0,-10.71,20,04 Jan 2021,29 Jan 2021,3640000,72800,52,E412,2021,01
98,BINA,17.39,20.9,20,04 Jan 2021,29 Jan 2021,165045449500,175717800,20673,G111,2021,01
99,BIPI,0.0,0.0,20,04 Jan 2021,29 Jan 2021,31961358200,635117200,7093,A111,2021,01
100,BIPP,0.0,-43.18,20,04 Jan 2021,29 Jan 2021,332181100,6643600,714,H111,2021,01
101,BIRD,-6.54,-57.67,20,04 Jan 2021,29 Jan 2021,315927842000,212828900,41327,K132,2021,01
102,BISI,10.19,-32.24,20,04 Jan 2021,29 Jan 2021,10262272000,8981600,4725,D232,2021,01
