,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
0,AALI,2.49,2.49,21,02 Jan 2023,31 Jan 2023,103339112500,12754500,16814,D232,2023,01
1,ABBA,-16.56,-16.56,21,02 Jan 2023,31 Jan 2023,24383216500,183488600,32035,E614,2023,01
2,ABDA,0.0,0.0,21,02 Jan 2023,31 Jan 2023,0,0,0,G412,2023,01
3,ABMM,-3.96,-3.96,21,02 Jan 2023,31 Jan 2023,90017679000,28866000,17825,C311,2023,01
4,ACES,-1.21,-1.21,21,02 Jan 2023,31 Jan 2023,1356607032500,2817182500,205908,E743,2023,01
5,ACST,3.82,3.82,21,02 Jan 2023,31 Jan 2023,12036577200,76428000,23492,J211,2023,01
6,ADCP,-1.49,-1.49,21,02 Jan 2023,31 Jan 2023,14789434500,225518200,28441,H111,2023,01
7,ADES,3.83,3.83,21,02 Jan 2023,31 Jan 2023,8655107500,1208900,1529,D212,2023,01
8,ADHI,-0.83,-0.83,21,02 Jan 2023,31 Jan 2023,143264693400,314791600,44572,J211,2023,01
9,ADMF,4.72,4.72,21,02 Jan 2023,31 Jan 2023,13144087500,1463100,2104,G211,2023,01
10,ADMG,-2.65,-2.65,21,02 Jan 2023,31 Jan 2023,803387300,5420500,3451,B111,2023,01
11,ADMR,-3.24,-3.24,21,02 Jan 2023,31 Jan 2023,1730074811000,1072244100,138052,A121,2023,01
12,ADRO,-23.12,-23.12,21,02 Jan 2023,31 Jan 2023,5712638099000,1796213700,318086,A121,2023,01
13,AGAR,0.72,0.72,21,02 Jan 2023,31 Jan 2023,18248200,66500,322,D231,2023,01
14,AGII,2.58,2.58,21,02 Jan 2023,31 Jan 2023,265034038000,136995700,32084,B111,2023,01
15,AGRO,8.91,8.91,21,02 Jan 2023,31 Jan 2023,338784834000,828022600,105433,G111,2023,01
16,AGRS,1.11,1.11,21,02 Jan 2023,31 Jan 2023,18299806400,193007400,16571,G111,2023,01
17,AHAP,-19.48,-19.48,21,02 Jan 2023,31 Jan 2023,18098674800,270819100,36312,G412,2023,01
18,AIMS,36.89,36.89,21,02 Jan 2023,31 Jan 2023,3187929200,11061100,7459,A121,2023,01
19,AISA,3.5,3.5,21,02 Jan 2023,31 Jan 2023,14237851100,97615200,12615,D222,2023,01
20,AKKU,0.0,0.0,21,02 Jan 2023,31 Jan 2023,2375000,47500,81,E512,2023,01
21,AKPI,-1.23,-1.23,21,02 Jan 2023,31 Jan 2023,819000000,673600,936,B113,2023,01
22,AKRA,-6.43,-6.43,21,02 Jan 2023,31 Jan 2023,981059375500,746355500,85944,A112,2023,01
23,AKSI,-1.38,-1.38,21,02 Jan 2023,31 Jan 2023,20545145000,55289000,17137,K211,2023,01
24,ALDO,1.24,1.24,21,02 Jan 2023,31 Jan 2023,2399322000,3003600,778,B131,2023,01
25,ALKA,58.65,58.65,21,02 Jan 2023,31 Jan 2023,10647682100,23011800,13206,B141,2023,01
26,ALMI,-1.47,-1.47,21,02 Jan 2023,31 Jan 2023,2720361400,9136000,3498,B141,2023,01
27,ALTO,0.0,0.0,21,02 Jan 2023,31 Jan 2023,191305000,3826100,497,D212,2023,01
28,AMAG,2.22,2.22,21,02 Jan 2023,31 Jan 2023,252759800,693400,791,G412,2023,01
29,AMAN,0.0,0.0,21,02 Jan 2023,31 Jan 2023,1752474000,2471900,245,H111,2023,01
30,AMAR,-0.86,-0.86,21,02 Jan 2023,31 Jan 2023,91973202700,395828500,25196,G111,2023,01
31,AMFG,-0.45,-0.45,21,02 Jan 2023,31 Jan 2023,3984882500,740900,981,C121,2023,01
32,AMIN,56.19,56.19,21,02 Jan 2023,31 Jan 2023,38757987600,246518600,59213,C143,2023,01
33,AMMS,-4.65,-4.65,21,02 Jan 2023,31 Jan 2023,1338475300,32209500,3770,D231,2023,01
