,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
0,AALI,0.0,-13.95,22,01 Sep 2020,30 Sep 2020,711716057500,67148800,48657,12--,2020,09
1,ABBA,0.0,-47.92,22,01 Sep 2020,30 Sep 2020,99034900,1979000,278,95--,2020,09
2,ABDA,-4.35,-5.38,22,01 Sep 2020,30 Sep 2020,17712500,2600,16,84--,2020,09
3,ABMM,-13.09,-63.44,22,01 Sep 2020,30 Sep 2020,250656500,290800,122,98--,2020,09
4,ACES,3.24,7.05,22,01 Sep 2020,30 Sep 2020,506616559000,325923600,93349,93--,2020,09
5,ACST,-47.41,-88.23,22,01 Sep 2020,30 Sep 2020,860679738900,3661420600,150925,62--,2020,09
6,ADES,-8.16,22.28,22,01 Sep 2020,30 Sep 2020,2785350000,2367700,1879,51--,2020,09
7,ADHI,-15.97,-68.45,22,01 Sep 2020,30 Sep 2020,78945803600,144816600,21118,62--,2020,09
8,ADMF,-6.17,-20.6,22,01 Sep 2020,30 Sep 2020,12406697500,1685000,3435,82--,2020,09
9,ADMG,-0.81,-61.15,22,01 Sep 2020,30 Sep 2020,13823801400,111410200,12123,34--,2020,09
10,ADRO,4.61,-6.58,22,01 Sep 2020,30 Sep 2020,2104233063500,1790850700,182988,21--,2020,09
11,AGAR,-1.96,354.55,22,01 Sep 2020,30 Sep 2020,60213600,121100,76,91--,2020,09
12,AGII,-0.4,-27.06,22,01 Sep 2020,30 Sep 2020,5385962500,11069400,2872,34--,2020,09
13,AGRO,-18.95,-0.65,22,01 Sep 2020,30 Sep 2020,392367728000,1168782100,79568,81--,2020,09
14,AGRS,-6.32,-25.21,22,01 Sep 2020,30 Sep 2020,260547000,1448200,396,81--,2020,09
15,AHAP,-7.27,-40.0,22,01 Sep 2020,30 Sep 2020,123513500,2348200,553,84--,2020,09
16,AIMS,-3.87,-17.22,22,01 Sep 2020,30 Sep 2020,21020400,134600,144,91--,2020,09
17,AISA,36.31,27.38,22,01 Sep 2020,30 Sep 2020,933349563800,4273865800,190203,51--,2020,09
18,AKKU,0.0,0.0,22,01 Sep 2020,30 Sep 2020,615000,12300,70,94--,2020,09
19,AKPI,-9.68,-62.67,22,01 Sep 2020,30 Sep 2020,173140200,593100,133,35--,2020,09
20,AKRA,-12.07,-40.56,22,01 Sep 2020,30 Sep 2020,1028218904000,373444400,48910,91--,2020,09
21,AKSI,5.04,-25.89,22,01 Sep 2020,30 Sep 2020,1242349700,3183000,1246,74--,2020,09
22,ALDO,4.23,-41.19,22,01 Sep 2020,30 Sep 2020,9207000,24200,51,38--,2020,09
23,ALKA,-16.18,-24.0,22,01 Sep 2020,30 Sep 2020,6927800,29600,77,33--,2020,09
24,ALMI,-6.13,-50.25,22,01 Sep 2020,30 Sep 2020,42610800,215600,174,33--,2020,09
25,ALTO,-13.29,-25.0,22,01 Sep 2020,30 Sep 2020,174155600,544300,258,51--,2020,09
26,AMAG,-5.83,-40.49,22,01 Sep 2020,30 Sep 2020,641493900,3276700,832,84--,2020,09
27,AMAN,13.82,154.55,22,01 Sep 2020,30 Sep 2020,1832171600,7001700,549,61--,2020,09
28,AMAR,-16.67,72.41,22,01 Sep 2020,30 Sep 2020,1409733000,4251400,754,81--,2020,09
29,AMFG,-8.98,-36.86,22,01 Sep 2020,30 Sep 2020,130162000,53000,54,32--,2020,09
30,AMIN,10.48,-35.98,22,01 Sep 2020,30 Sep 2020,45968000,181700,217,41--,2020,09
31,AMOR,-1.42,10.0,22,01 Sep 2020,30 Sep 2020,1141494000,550800,255,83--,2020,09
32,AMRT,-6.99,-28.88,22,01 Sep 2020,30 Sep 2020,9479380500,13701200,3050,93--,2020,09
33,ANDI,0.0,-97.5,22,01 Sep 2020,30 Sep 2020,82705000,1654100,262,12--,2020,09
34,ANJT,-8.89,-57.22,22,01 Sep 2020,30 Sep 2020,31492500,60200,67,12--,2020,09
35,ANTM,-14.02,-7.84,22,01 Sep 2020,30 Sep 2020,1203467246500,1531299300,129929,23--,2020,09
36,APEX,-6.29,-92.02,22,01 Sep 2020,30 Sep 2020,166709300,1150700,497,22--,2020,09
37,APIC,-3.41,57.41,22,01 Sep 2020,30 Sep 2020,519737344500,621296300,49411,89--,2020,09
38,APII,-7.69,-22.58,22,01 Sep 2020,30 Sep 2020,63333400,407900,235,91--,2020,09
39,APLI,-6.96,27.38,22,01 Sep 2020,30 Sep 2020,122603900,1178800,135,35--,2020,09
40,APLN,-18.8,-37.5,22,01 Sep 2020,30 Sep 2020,98868531500,919080000,36670,61--,2020,09
41,ARGO,-2.37,100.0,22,01 Sep 2020,30 Sep 2020,60029500,32800,71,43--,2020,09
42,ARII,-4.44,-52.22,22,01 Sep 2020,30 Sep 2020,162295600,371700,126,21--,2020,09
43,ARKA,-51.02,-59.32,22,01 Sep 2020,30 Sep 2020,22091364500,192255000,36915,41--,2020,09
44,ARMY,0.0,-84.28,22,01 Sep 2020,30 Sep 2020,0,0,0,61--,2020,09
