Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq
AALI,--M-1M3PM00000D232------------,9600,0,28 Dec 2021,9700,9575,9600,0,947200,9133247500,728
ABBA,--U-2105000000E614---L--------,414,0,28 Dec 2021,416,386,386,-28,28097800,10965044200,2817
ABDA,--U-2105000000G412------------,6125,0,28 Dec 2021,6125,5725,5725,-400,200,1185000,2
ABMM,--U-1105000000C311------------,1455,0,28 Dec 2021,1490,1445,1480,25,4348000,6396571000,759
ACES,--MO1H3EMN6000E743------------,1285,1300,28 Dec 2021,1300,1275,1280,-5,2798200,3607291000,1239
ACST,--U-1105000000J211------------,216,0,28 Dec 2021,224,214,214,-2,11719200,2561939000,1303
ADES,--U-2135000000D212------------,3300,0,28 Dec 2021,3340,3290,3300,0,82100,271727000,99
ADHI,--M-1835V52000J211------------,960,0,28 Dec 2021,975,910,920,-40,27526200,25837785000,4452
ADMF,--U-110F000000G211------------,7575,0,28 Dec 2021,7700,7575,7675,100,59600,456437500,111
ADMG,--U-1130000000B111------------,206,0,28 Dec 2021,220,202,212,6,4424900,944325200,672
ADRO,CDMO1XD5U60000A121------------,2180,2180,28 Dec 2021,2310,2180,2300,120,295605000,670451922000,15293
AGAR,--U-2130000000D231------------,360,0,28 Dec 2021,390,358,366,6,30700,11333600,77
AGII,--M-1835400000B111------------,1615,0,28 Dec 2021,1670,1600,1660,45,14245600,23267273500,5080
AGRO,--U-1100000000G111------------,1970,0,28 Dec 2021,1985,1920,1920,-50,27551400,53586636500,7952
AGRS,--U-2105000000G111------------,164,0,28 Dec 2021,183,166,173,9,158631100,28061622000,10267
AHAP,--U-2100000000G412------------,74,0,28 Dec 2021,77,70,74,0,8057100,604035200,530
AIMS,--U-2130000000A121------------,396,0,28 Dec 2021,422,394,394,-2,85800,34121600,63
AISA,--U-1135000000D222------------,202,0,28 Dec 2021,206,189,196,-6,12235100,2394398700,1439
AKKU,--U-2130000000E512------------,50,0,28 Dec 2021,50,50,50,0,267300,13365000,62
AKPI,--U-2130000000B113------------,1050,0,28 Dec 2021,1120,1015,1075,25,144800,154215000,69
AKRA,--MO1HGXM86000A112------------,4080,4100,28 Dec 2021,4130,4080,4120,40,5587400,22932807000,672
AKSI,--U-2130000000K211------------,1050,0,28 Dec 2021,1150,1020,1020,-30,312000,331753500,289
ALDO,--U-2130000000B131------------,1095,0,28 Dec 2021,1100,1020,1060,-35,8149800,8645529000,1315
ALKA,--U-2130000000B141------------,288,0,28 Dec 2021,308,268,268,-20,114900,31098000,182
ALMI,--U-2100000000B141-E----------,310,0,28 Dec 2021,330,298,300,-10,69800,21637600,32
ALTO,--U-1100000000D212------------,248,0,28 Dec 2021,270,232,268,20,99300,25013200,69
AMAG,--M-2105000000G412------------,338,0,28 Dec 2021,346,334,334,-4,313300,104746800,96
AMAN,--M-1135000000H111------------,530,0,28 Dec 2021,530,525,525,-5,557600,295482000,52
AMAR,--U-2105000000G111------------,410,0,28 Dec 2021,505,410,446,36,183817300,85550507000,25108
AMFG,--U-1105000000C121------------,4400,0,28 Dec 2021,4700,4370,4400,0,739800,3271718000,132
AMIN,--U-2130000000C143------------,202,0,28 Dec 2021,204,197,204,2,85300,17088000,88
AMOR,--M-2105000000G311------------,1770,0,28 Dec 2021,1810,1770,1770,0,1217400,2182282000,707
AMRT,--M-1M00506000D113------------,1210,0,28 Dec 2021,1245,1205,1220,10,11248200,13767087500,3091
ANDI,--U-2130000000D232------------,50,0,28 Dec 2021,50,50,50,0,252200,12610000,32
ANJT,--U-1135000000D232------------,985,0,28 Dec 2021,990,955,990,5,30500,29547000,73
ANTM,--MO1XDARC6000B146------------,2300,2310,28 Dec 2021,2320,2260,2260,-40,29787500,68277668000,8058
APEX,--U-2135000000A131------------,780,0,28 Dec 2021,790,730,730,-50,294600,217976500,209
APIC,--M-2105000000G511------------,1125,0,28 Dec 2021,1145,1120,1135,10,11875400,13449407500,707
APII,--U-2130000000C143------------,224,0,28 Dec 2021,236,222,226,2,2360900,544176200,333
APLI,--U-1130000000B113------------,200,0,28 Dec 2021,200,200,200,0,700,140000,4
APLN,--M-1835000000H111------------,124,0,28 Dec 2021,127,124,125,1,4142500,519614200,521
ARCI,--M-1135000000B143------------,545,0,28 Dec 2021,550,535,545,0,31361700,17085628500,662
ARGO,--U-2100000000E413-E----------,1700,0,28 Dec 2021,1690,1600,1665,-35,10800,17361000,19
ARII,--U-2130000000A121------------,250,0,28 Dec 2021,250,248,250,0,28600,7137400,13
ARKA,--U-2100000000C143------------,66,0,28 Dec 2021,69,62,62,-4,80841100,5107687300,4198
ARMY,--U-2130000000H111------------,50,0,28 Dec 2021,0,0,50,0,0,0,0
ARNA,--M-1135000000C121------------,800,0,28 Dec 2021,810,785,800,0,1265400,1009216500,487
ARTA,--U-2100000000E512------------,2080,0,28 Dec 2021,2060,2000,2000,-80,21000,42506000,31
ARTI,--U-1100000000A132-E-L--------,50,0,28 Dec 2021,0,0,50,0,0,0,0
ARTO,--U-2100000000G111------------,16825,0,28 Dec 2021,17275,16725,17125,300,28623200,487782957500,13574
ASBI,--U-2100000000G412------------,304,0,28 Dec 2021,304,290,304,0,6800,2035800,24
ASDM,--U-1100000000G412------------,940,0,28 Dec 2021,960,960,960,20,200,192000,2
ASGR,--M-1130000000C224------------,810,0,28 Dec 2021,815,800,805,-5,38300,31006000,34
ASII,--MO1UBAC76000C311------------,5675,5675,28 Dec 2021,5750,5650,5725,50,21833300,124564372500,4646
ASJT,--U-2100000000G412------------,139,0,28 Dec 2021,140,136,139,0,195000,26974000,67
ASMI,--U-1105000000G412------------,270,0,28 Dec 2021,278,270,274,4,114900,31116800,55
ASPI,--U-2130000000H111------------,77,0,28 Dec 2021,78,72,75,-2,2266000,171689800,368
ASRI,--M-1835M20000H111------------,163,0,28 Dec 2021,166,163,165,2,8036500,1324663400,723
ASRM,--U-2100000000G412------------,1635,0,28 Dec 2021,1635,1600,1635,0,700,1123500,5
ASSA,--M-18255B6000K132------------,3200,0,28 Dec 2021,3460,3200,3400,200,8355400,27720113000,3310
ATAP,--U-2130000000H111------------,163,0,28 Dec 2021,216,157,179,16,155401100,30247469100,20933
ATIC,--U-1105000000I121------------,710,0,28 Dec 2021,730,680,680,-30,555800,382175500,370
AUTO,--M-1135000000E111------------,1155,0,28 Dec 2021,1165,1150,1150,-5,1234400,1424210000,649
AVIA,--U-1130000000B113------------,935,0,28 Dec 2021,940,920,930,-5,64104700,59685718000,3729
AYLS,--U-2130000000B121------------,334,0,28 Dec 2021,346,316,322,-12,91936800,30478501600,14533
BABP,--U-2105000000G111------------,190,0,28 Dec 2021,199,190,192,2,155534200,30347278300,8692
BACA,--U-2105000000G111------------,276,0,28 Dec 2021,284,276,280,4,21686600,6083229000,1498
BAJA,--U-2100000000B144------------,340,0,28 Dec 2021,344,336,336,-4,401900,136589800,191
BALI,--M-1135000000J321------------,805,0,28 Dec 2021,830,805,830,25,983000,799012500,340
BANK,--U-2135400000G111------------,2400,0,28 Dec 2021,2410,2370,2380,-20,35678200,85617743000,2568
BAPA,--U-1130000000H111------------,73,0,28 Dec 2021,77,71,72,-1,25735200,1883979500,1924
BAPI,--U-2130000000H111------------,50,0,28 Dec 2021,50,50,50,0,528800,26440000,17
BATA,--U-1130000000E412------------,498,0,28 Dec 2021,498,482,496,-2,41700,20392200,17
BAYU,--U-2130000000E513------------,1060,0,28 Dec 2021,1130,1110,1130,70,13700,15341000,5
BBCA,--MO1UQNCN6000G111------------,7350,7375,28 Dec 2021,7400,7325,7350,0,39343800,289916545000,8238
BBHI,--U-2105000000G111------------,6925,0,28 Dec 2021,7350,6925,7075,150,3077900,22056787500,2108
BBKP,--U-1105000000G111------------,286,0,28 Dec 2021,296,280,282,-4,246611500,70605443400,6461
BBLD,--U-2100000000G211------------,392,0,28 Dec 2021,398,394,394,2,10300,4059400,2
BBMD,--U-1105000000G111------------,1980,0,28 Dec 2021,1980,1950,1980,0,129700,255456000,34
BBNI,--MO1UQSP46000G111------------,6750,6750,28 Dec 2021,6775,6700,6700,-50,14716300,99109527500,2985
